year,subject,prior_band,n_students
2025,Latin,All,930
2025,Other Classical Languages,3-<4,1
2025,Other Classical Languages,5-<6,6
2025,Other Classical Languages,6-<7,17
2025,Other Classical Languages,7-<8,11
2025,Other Classical Languages,8-<9,12
2025,Other Classical Languages,9>=,1
2025,Other Classical Languages,Unknown prior,1
2025,Other Classical Languages,All,49
2025,Music,2-<3,2
2025,Music,3-<4,38
2025,Music,4-<5,202
2025,Music,5-<6,551
2025,Music,6-<7,848
2025,Music,7-<8,937
2025,Music,8-<9,798
2025,Music,9>=,35
2025,Music,Unknown prior,84
2025,Music,All,3495
2025,Music Technology,2-<3,1
2025,Music Technology,3-<4,51
2025,Music Technology,4-<5,204
2025,Music Technology,5-<6,373
2025,Music Technology,6-<7,302
2025,Music Technology,7-<8,207
2025,Music Technology,8-<9,94
2025,Music Technology,9>=,5
2025,Music Technology,Unknown prior,46
2025,Music Technology,All,1283
2025,Physical Education / Sports Studies,<1,1
2025,Physical Education / Sports Studies,2-<3,3
2025,Physical Education / Sports Studies,3-<4,131
2025,Physical Education / Sports Studies,4-<5,1324
2025,Physical Education / Sports Studies,5-<6,3691
2025,Physical Education / Sports Studies,6-<7,3759
2025,Physical Education / Sports Studies,7-<8,1961
2025,Physical Education / Sports Studies,8-<9,609
2025,Physical Education / Sports Studies,9>=,32
2025,Physical Education / Sports Studies,Unknown prior,170
2025,Physical Education / Sports Studies,All,11681
2025,Dance,2-<3,3
2025,Dance,3-<4,33
2025,Dance,4-<5,153
2025,Dance,5-<6,338
2025,Dance,6-<7,235
2025,Dance,7-<8,118
2025,Dance,8-<9,42
2025,Dance,9>=,1
2025,Dance,Unknown prior,8
2025,Dance,All,931
2025,Accounting / Finance,2-<3,3
2025,Accounting / Finance,3-<4,41
2025,Accounting / Finance,4-<5,422
2025,Accounting / Finance,5-<6,827
2025,Accounting / Finance,6-<7,611
2025,Accounting / Finance,7-<8,212
2025,Accounting / Finance,8-<9,51
2025,Accounting / Finance,9>=,1
2025,Accounting / Finance,Unknown prior,43
2025,Accounting / Finance,All,2211
2025,Design and Technology (Textiles Technology),3-<4,15
2025,Design and Technology (Textiles Technology),4-<5,76
2025,Design and Technology (Textiles Technology),5-<6,150
2025,Design and Technology (Textiles Technology),6-<7,107
2025,Design and Technology (Textiles Technology),7-<8,84
2025,Design and Technology (Textiles Technology),8-<9,25
2025,Design and Technology (Textiles Technology),9>=,1
2025,Design and Technology (Textiles Technology),Unknown prior,6
2025,Design and Technology (Textiles Technology),All,464
2025,Design and Technology (Engineering),2-<3,2
2025,Design and Technology (Engineering),3-<4,20
2025,Design and Technology (Engineering),4-<5,81
2025,Design and Technology (Engineering),5-<6,131
2025,Design and Technology (Engineering),6-<7,147
2025,Design and Technology (Engineering),7-<8,76
2025,Design and Technology (Engineering),8-<9,55
2025,Design and Technology (Engineering),9>=,7
2025,Design and Technology (Engineering),Unknown prior,11
2025,Design and Technology (Engineering),All,530
2025,Design and Technology (Product Design),<1,1
2025,Design and Technology (Product Design),2-<3,17
2025,Design and Technology (Product Design),3-<4,344
2025,Design and Technology (Product Design),4-<5,1454
2025,Design and Technology (Product Design),5-<6,2341
2025,Design and Technology (Product Design),6-<7,2068
2025,Design and Technology (Product Design),7-<8,1134
2025,Design and Technology (Product Design),8-<9,488
2025,Design and Technology (Product Design),9>=,31
2025,Design and Technology (Product Design),Unknown prior,143
2025,Design and Technology (Product Design),All,8021
