year,subject,subj_code,prior_band,Astar,A,B,C,D,E,U
2025,Ancient History,6510,7-<8,4.88,35.98,47.56,10.37,1.22,,
2025,Ancient History,6510,8-<9,16.92,55.38,26.15,1.54,,,
2025,Ancient History,6510,9>=,28.57,71.43,,,,,
2025,Ancient History,6510,Unknown prior,,20.0,46.67,33.33,,,
2025,Ancient History,6510,All,2.48,17.15,37.22,25.03,13.16,3.88,1.08
2025,Classical Civilisation,6530,2-<3,,,33.33,33.33,,33.33,
2025,Classical Civilisation,6530,3-<4,,,3.03,21.21,33.33,34.85,7.58
2025,Classical Civilisation,6530,4-<5,,1.55,13.44,33.59,36.43,12.14,2.84
2025,Classical Civilisation,6530,5-<6,0.24,5.08,31.36,41.16,19.13,2.42,0.61
2025,Classical Civilisation,6530,6-<7,1.92,15.53,46.98,27.61,6.9,0.96,0.1
2025,Classical Civilisation,6530,7-<8,6.35,36.95,44.57,10.74,1.27,0.12,
2025,Classical Civilisation,6530,8-<9,19.89,55.99,22.28,1.29,0.55,,
2025,Classical Civilisation,6530,9>=,45.1,41.18,13.73,,,,
2025,Classical Civilisation,6530,Unknown prior,3.26,18.48,28.26,35.87,10.87,3.26,
2025,Classical Civilisation,6530,All,5.44,22.49,34.67,23.37,10.76,2.71,0.57
2025,Classical Greek,6550,6-<7,,,,,100.0,,
2025,Classical Greek,6550,7-<8,16.67,41.67,33.33,8.33,,,
2025,Classical Greek,6550,8-<9,49.15,39.83,7.63,3.39,,,
2025,Classical Greek,6550,9>=,72.41,27.59,,,,,
2025,Classical Greek,6550,Unknown prior,,66.67,33.33,,,,
2025,Classical Greek,6550,All,53.12,36.46,7.29,2.6,0.52,,
2025,Latin,6610,3-<4,,,,,100.0,,
2025,Latin,6610,4-<5,,,,,100.0,,
2025,Latin,6610,5-<6,,,7.14,7.14,28.57,28.57,28.57
2025,Latin,6610,6-<7,,6.06,22.73,36.36,21.21,9.09,4.55
2025,Latin,6610,7-<8,2.45,31.29,31.9,22.09,9.2,2.45,0.61
2025,Latin,6610,8-<9,32.29,48.92,13.31,3.72,1.57,,0.2
2025,Latin,6610,9>=,45.34,47.2,5.59,0.62,0.62,0.62,
2025,Latin,6610,Unknown prior,15.38,38.46,15.38,15.38,7.69,7.69,
2025,Latin,6610,All,26.24,41.51,15.81,8.92,4.84,1.72,0.97
2025,Other Classical Languages,6650,3-<4,,100.0,,,,,
2025,Other Classical Languages,6650,5-<6,16.67,50.0,16.67,16.67,,,
2025,Other Classical Languages,6650,6-<7,35.29,47.06,17.65,,,,
2025,Other Classical Languages,6650,7-<8,90.91,,9.09,,,,
2025,Other Classical Languages,6650,8-<9,91.67,8.33,,,,,
2025,Other Classical Languages,6650,9>=,100.0,,,,,,
2025,Other Classical Languages,6650,Unknown prior,100.0,,,,,,
2025,Other Classical Languages,6650,All,61.22,26.53,10.2,2.04,,,
2025,Music,7010,2-<3,,,,,50.0,,50.0
2025,Music,7010,3-<4,,7.89,7.89,21.05,28.95,23.68,10.53
2025,Music,7010,4-<5,,2.97,5.94,28.71,34.65,17.82,9.9
2025,Music,7010,5-<6,,3.99,20.51,32.49,27.77,11.8,3.45
2025,Music,7010,6-<7,0.94,10.97,31.37,33.73,16.86,5.42,0.71
2025,Music,7010,7-<8,7.26,27.21,37.25,21.24,6.08,0.96,
2025,Music,7010,8-<9,28.45,39.72,23.81,6.14,1.75,0.13,
2025,Music,7010,9>=,45.71,34.29,11.43,5.71,2.86,,
2025,Music,7010,Unknown prior,11.9,22.62,32.14,23.81,5.95,2.38,1.19
2025,Music,7010,All,9.41,20.8,27.58,22.92,13.02,4.81,1.46
2025,Music Technology,7040,2-<3,,,100.0,,,,
2025,Music Technology,7040,3-<4,,,1.96,29.41,19.61,33.33,15.69
2025,Music Technology,7040,4-<5,,0.98,9.31,27.45,33.33,19.12,9.8
2025,Music Technology,7040,5-<6,1.07,3.75,22.79,36.46,24.13,8.31,3.49
2025,Music Technology,7040,6-<7,1.99,15.56,32.78,34.44,11.92,2.98,0.33
2025,Music Technology,7040,7-<8,9.18,24.64,38.65,20.77,5.8,0.48,0.48
2025,Music Technology,7040,8-<9,21.28,32.98,38.3,4.26,3.19,,
2025,Music Technology,7040,9>=,20.0,40.0,20.0,20.0,,,
2025,Music Technology,7040,Unknown prior,2.17,6.52,43.48,17.39,19.57,8.7,2.17
2025,Music Technology,7040,All,3.98,11.69,26.66,28.6,17.77,7.87,3.43
2025,Physical Education / Sports Studies,7210,<1,,,100.0,,,,
2025,Physical Education / Sports Studies,7210,2-<3,,33.33,,,,33.33,33.33
2025,Physical Education / Sports Studies,7210,3-<4,,,3.05,10.69,19.85,32.82,33.59
2025,Physical Education / Sports Studies,7210,4-<5,,0.83,5.06,18.58,32.78,28.32,14.43
2025,Physical Education / Sports Studies,7210,5-<6,0.27,2.52,19.02,34.22,29.61,11.65,2.71
2025,Physical Education / Sports Studies,7210,6-<7,2.21,13.01,37.72,31.63,12.58,2.5,0.35
2025,Physical Education / Sports Studies,7210,7-<8,13.36,32.08,39.01,12.75,2.35,0.31,0.15
2025,Physical Education / Sports Studies,7210,8-<9,42.53,37.27,18.06,1.81,0.33,,
2025,Physical Education / Sports Studies,7210,9>=,53.12,25.0,12.5,9.38,,,
2025,Physical Education / Sports Studies,7210,Unknown prior,4.12,14.71,21.76,22.94,20.59,8.82,7.06
2025,Physical Education / Sports Studies,7210,All,5.46,12.7,26.61,25.81,18.05,8.25,3.12
2025,Dance,7230,2-<3,,,,33.33,,33.33,33.33
2025,Dance,7230,3-<4,,3.03,18.18,27.27,39.39,6.06,6.06
2025,Dance,7230,4-<5,1.31,6.54,27.45,32.03,24.18,7.19,1.31
2025,Dance,7230,5-<6,4.14,15.09,38.17,29.29,10.65,2.07,0.59
2025,Dance,7230,6-<7,11.49,26.38,41.28,16.6,2.98,1.28,
2025,Dance,7230,7-<8,23.73,36.44,31.36,5.93,1.69,0.85,
2025,Dance,7230,8-<9,38.1,42.86,19.05,,,,
2025,Dance,7230,9>=,100.0,,,,,,
2025,Dance,7230,Unknown prior,12.5,37.5,25.0,,12.5,12.5,
2025,Dance,7230,All,9.56,20.19,34.48,21.91,10.31,2.79,0.75
2025,Accounting / Finance,7410,2-<3,,,66.67,,,,33.33
2025,Accounting / Finance,7410,3-<4,,,9.76,2.44,12.2,39.02,36.59
2025,Accounting / Finance,7410,4-<5,,1.66,8.77,20.38,29.15,26.78,13.27
2025,Accounting / Finance,7410,5-<6,0.12,6.05,18.62,31.44,25.63,14.15,3.99
2025,Accounting / Finance,7410,6-<7,1.15,17.84,35.19,24.06,15.06,5.4,1.31
2025,Accounting / Finance,7410,7-<8,8.96,36.79,33.02,13.21,5.66,0.94,1.42
2025,Accounting / Finance,7410,8-<9,21.57,56.86,13.73,7.84,,,
2025,Accounting / Finance,7410,9>=,100.0,,,,,,
2025,Accounting / Finance,7410,Unknown prior,4.65,16.28,18.6,18.6,13.95,6.98,20.93
2025,Accounting / Finance,7410,All,1.85,12.66,22.48,24.15,20.35,12.84,5.65
2025,Design and Technology (Textiles Technology),9050,3-<4,,,,13.33,20.0,20.0,46.67
2025,Design and Technology (Textiles Technology),9050,4-<5,,1.32,5.26,25.0,43.42,15.79,9.21
2025,Design and Technology (Textiles Technology),9050,5-<6,,2.67,24.0,37.33,28.0,6.0,2.0
2025,Design and Technology (Textiles Technology),9050,6-<7,4.67,15.89,46.73,25.23,4.67,1.87,0.93
2025,Design and Technology (Textiles Technology),9050,7-<8,15.48,35.71,40.48,5.95,2.38,,
2025,Design and Technology (Textiles Technology),9050,8-<9,48.0,44.0,8.0,,,,
2025,Design and Technology (Textiles Technology),9050,9>=,,100.0,,,,,
2025,Design and Technology (Textiles Technology),9050,Unknown prior,50.0,,16.67,16.67,,,16.67
2025,Design and Technology (Textiles Technology),9050,All,7.11,13.79,27.37,23.71,18.32,5.6,4.09
2025,Design and Technology (Engineering),9070,2-<3,,,,,,50.0,50.0
2025,Design and Technology (Engineering),9070,3-<4,,,,5.0,20.0,45.0,30.0
2025,Design and Technology (Engineering),9070,4-<5,,1.23,4.94,20.99,33.33,28.4,11.11
2025,Design and Technology (Engineering),9070,5-<6,,0.76,24.43,44.27,22.9,5.34,2.29
2025,Design and Technology (Engineering),9070,6-<7,4.08,18.37,36.73,29.25,8.16,3.4,
2025,Design and Technology (Engineering),9070,7-<8,13.16,35.53,42.11,7.89,1.32,,
2025,Design and Technology (Engineering),9070,8-<9,41.82,29.09,25.45,1.82,,1.82,
2025,Design and Technology (Engineering),9070,9>=,85.71,14.29,,,,,
2025,Design and Technology (Engineering),9070,Unknown prior,18.18,,36.36,27.27,18.18,,
2025,Design and Technology (Engineering),9070,All,8.87,13.77,26.42,24.34,14.34,8.68,3.58
2025,Design and Technology (Product Design),9080,<1,,,100.0,,,,
2025,Design and Technology (Product Design),9080,2-<3,,,,17.65,5.88,35.29,41.18
2025,Design and Technology (Product Design),9080,3-<4,,,2.33,13.08,23.26,37.5,23.84
2025,Design and Technology (Product Design),9080,4-<5,,0.55,7.77,27.79,35.9,21.73,6.26
2025,Design and Technology (Product Design),9080,5-<6,0.34,4.36,24.22,39.47,23.02,7.01,1.58
2025,Design and Technology (Product Design),9080,6-<7,2.51,16.3,42.21,28.63,8.32,1.69,0.34
2025,Design and Technology (Product Design),9080,7-<8,15.17,36.6,34.92,11.2,1.76,0.35,
2025,Design and Technology (Product Design),9080,8-<9,48.57,34.02,14.75,2.25,0.2,0.2,
2025,Design and Technology (Product Design),9080,9>=,77.42,9.68,12.9,,,,
2025,Design and Technology (Product Design),9080,Unknown prior,5.59,18.88,20.28,20.28,18.88,11.19,4.9
2025,Design and Technology (Product Design),9080,All,6.25,13.19,25.72,26.62,16.98,8.37,2.88
